login,repo,path,status,depth,jvm_fit,category,lines,notes,reasoning,first_seen,last_seen
JohannesRabauer,fxgl-skills,skills/fxgl-breakout/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Block-breaker game patterns,FXGL bundle member. fxgl-breakout teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-27
JohannesRabauer,fxgl-skills,skills/fxgl-bullet-hell/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Bullet dodging game patterns,FXGL bundle member. fxgl-bullet-hell teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-card-game/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Turn-based card game patterns,FXGL bundle member. fxgl-card-game teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-dev-tools/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: FXGL debug/dev tools,FXGL bundle member. fxgl-dev-tools teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-economy/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Economy simulation patterns,FXGL bundle member. fxgl-economy teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-endless-runner/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Auto-scrolling endless runner patterns,FXGL bundle member. fxgl-endless-runner teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-entity-component/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Entity-Component System architecture,FXGL bundle member. fxgl-entity-component teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-fighting/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Fighting game frame-data mechanics,FXGL bundle member. fxgl-fighting teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-fps-3d/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: 3D FPS game patterns,FXGL bundle member. fxgl-fps-3d teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-game-lifecycle/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Game state machine (menu/play/pause/gameover),FXGL bundle member. fxgl-game-lifecycle teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-idle-clicker/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Idle/incremental game patterns,FXGL bundle member. fxgl-idle-clicker teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-input/SKILL.md,found,2,high,framework,250,"FXGL game-genre skill: Input handling (keyboard, mouse, gamepad)",FXGL bundle member. fxgl-input teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-intelligence/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: NPC behavior and decision-making,FXGL bundle member. fxgl-intelligence teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-level-assets/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Level design and asset management,FXGL bundle member. fxgl-level-assets teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-match3/SKILL.md,found,2,high,framework,250,FXGL game-genre skill: Match-3 puzzle game patterns,FXGL bundle member. fxgl-match3 teaches specific game design pattern within FXGL framework. High JVM fit (FXGL framework). Depth 2+: working code examples with architecture guidance. Part of canonical FXGL bundle (jvm-skills collection).,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-metroidvania/SKILL.md,found,2,high,framework,199,"Teaches Metroidvania patterns with concrete room-based world structure, state persistence, and transitions. Opinionated guidance on multi-room level design using FXGL.","199-line skill with concrete world/room coordination patterns and room loading logic. FXGL is a Java game library (high JVM fit). Real, reusable game architecture guidance authored by JohannesRabauer in dedicated fxgl-skills collection.",2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-minigames/SKILL.md,found,2,high,framework,260,Teaches mini-game patterns for scope isolation and reusable challenge templates. Concrete FXGL examples for self-contained gameplay units.,260-line skill with comprehensive mini-game architecture patterns. High JVM fit (FXGL is Java game framework). Substantial opinionated guidance on game design modularity in dedicated author-driven collection.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-multiplayer/SKILL.md,found,2,high,framework,251,"Teaches multiplayer synchronization patterns in FXGL including state sync, input handling, and network message routing.",251-line skill covering multiplayer game patterns and FXGL-specific synchronization techniques. High JVM fit. Concrete guidance for networked game development using Java frameworks.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-narrative/SKILL.md,found,2,high,framework,235,"Teaches narrative/dialogue systems in FXGL with dialogue trees, NPC interaction, and story progression state management.",235-line skill with opinionated dialogue and story progression patterns. High JVM fit. Reusable guidance for narrative-driven games built with Java.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-particles-effects/SKILL.md,found,3,high,framework,417,"Comprehensive guide to particle system implementation in FXGL with emission patterns, physics simulation, and performance optimization.",417-line in-depth skill on particle effects using FXGL's particle system API. Very substantial with concrete code examples. High JVM fit. Demonstrates depth on specialized graphics programming in Java game development.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-physics-collision/SKILL.md,found,2,high,framework,309,"Teaches FXGL physics system and collision detection including rigid bodies, collision events, and physics-based game feel.",309-line skill covering FXGL physics and collision patterns. High JVM fit. Substantive opinionated guidance on physics implementation in Java games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-pinball/SKILL.md,found,2,high,framework,322,"Teaches pinball mechanics implementation in FXGL with flippers, bumpers, ramps, and scoring systems.",322-line skill with concrete pinball game patterns and physics tuning. High JVM fit. Real guidance for implementing specialized game mechanics with FXGL.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-placeholder-art-prompts/SKILL.md,found,2,high,framework,246,Teaches asset sourcing and AI prompt engineering for game art generation. Guidance on integrating procedural art with game aesthetics.,246-line skill on art asset workflow and AI image generation patterns. High JVM fit. Opinionated guidance for game developers acquiring visual assets programmatically.,2026-06-27,2026-06-27
JohannesRabauer,fxgl-skills,skills/fxgl-platformer/SKILL.md,found,3,high,framework,366,"In-depth platformer tutorial with movement, jumping, collision, level layouts, and platform interaction patterns.","366-line comprehensive platformer skill with jump mechanics, collisions, and level design guidance. High JVM fit. Foundational game development pattern for FXGL teaching.",2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-procedural/SKILL.md,found,2,high,framework,314,"Teaches procedural generation techniques in FXGL including noise functions, terrain generation, and rule-based content synthesis.",314-line skill on procedural generation patterns for game content. High JVM fit. Reusable algorithms and FXGL API guidance for algorithmic game design.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-progression/SKILL.md,found,2,high,framework,279,"Teaches achievements and quests in FXGL - AchievementService, QuestService with objective tracking and event handling.",279-line skill on progression systems. High JVM fit. Opinionated guidance on achievement and quest implementation in Java games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-project-starter/SKILL.md,found,2,high,framework,258,"Scaffolding skill for new FXGL projects with build setup, initialization patterns, and project structure.",258-line foundational skill for bootstrapping FXGL games. High JVM fit. Concrete guidance on Java game project initialization and lifecycle.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-racing/SKILL.md,found,2,high,framework,301,"Teaches racing game mechanics in FXGL including vehicle physics, track collision, camera follow, and race state management.",301-line skill on racing game patterns with vehicle dynamics and track interaction. High JVM fit. Opinionated guidance for performance-critical Java game development.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-rhythm/SKILL.md,found,2,high,framework,193,"Teaches rhythm game patterns including timing-based input, audio sync, and score feedback systems.",193-line skill on rhythm mechanics with timing and audio synchronization. High JVM fit. Specialized game design patterns for Java-based rhythm games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-roguelike/SKILL.md,found,2,high,framework,357,"Teaches roguelike patterns in FXGL including procedural dungeon generation, permadeath mechanics, and run progression.",357-line skill covering roguelike game architecture and procedural systems. High JVM fit. Reusable patterns for permadeath and dungeon generation in Java games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-rpg/SKILL.md,found,2,high,framework,396,"Comprehensive RPG patterns including character stats, inventory, dialogue systems, quest progression, and save mechanics.",396-line substantial skill on RPG game systems and state management. High JVM fit. Complex opinionated guidance for Java-based RPG development.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-save-load/SKILL.md,found,2,high,framework,275,"Teaches save/load systems in FXGL with serialization patterns, save slot management, and state restoration.",275-line skill on persistence patterns for game state. High JVM fit. Practical guidance on Java serialization and game data management.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-scene3d/SKILL.md,found,2,high,framework,374,"Teaches 3D graphics with FXGL including camera control, mesh rendering, lighting, and 3D transformations.",374-line skill on 3D game graphics using FXGL's 3D capabilities. High JVM fit. Substantive guidance on Java-based 3D game development.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-shmup/SKILL.md,found,2,high,framework,383,"Teaches shoot-em-up patterns including bullet systems, enemy spawning, collision layers, and scoring mechanics.",383-line skill on bullet hell and shmup game patterns. High JVM fit. Concrete guidance for performance-critical arcade-style Java games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-snake/SKILL.md,found,2,high,framework,179,Classic Snake game implementation in FXGL with grid-based movement and collision detection.,179-line foundational skill on grid-based games and basic game loops. High JVM fit. Simple but complete Java game example.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-stealth/SKILL.md,found,3,high,framework,385,"In-depth stealth game mechanics with vision cones, line-of-sight raycasting, detection states, noise systems, hiding spots, and alarms.","385-line comprehensive skill on stealth game systems. Very substantial with guard AI, detection meters, takedown mechanics. High JVM fit. Deep opinionated guidance for Java-based stealth games.",2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-strategy-rts/SKILL.md,found,2,high,framework,337,"Teaches real-time strategy mechanics in FXGL including pathfinding, unit selection, building placement, and resource management.",337-line skill on RTS game systems and AI pathfinding. High JVM fit. Complex game architecture patterns for Java-based strategy games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-tactical-rpg/SKILL.md,found,2,high,framework,271,"Teaches tactical RPG patterns with turn-based combat, grid-based movement, and state machines.",271-line skill on turn-based game systems and tactical mechanics. High JVM fit. Opinionated guidance for tactical game implementation in Java.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-third-person-3d/SKILL.md,found,2,high,framework,172,Teaches third-person camera and character control in FXGL with camera following and player interaction.,172-line skill on third-person gameplay patterns. High JVM fit. Camera control and character movement guidance for Java 3D games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-topdown/SKILL.md,found,2,high,framework,305,Teaches top-down camera and grid-based movement with collision detection and environment interaction.,305-line skill on top-down game mechanics and movement. High JVM fit. Foundational game design pattern for Java-based RPGs and adventure games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-tower-defense/SKILL.md,found,2,high,framework,338,"Teaches tower defense mechanics including tower placement, enemy pathing, wave spawning, and economic systems.",338-line skill on tower defense game architecture and resource management. High JVM fit. Opinionated guidance for Java-based tower defense game development.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-ui-scenes/SKILL.md,found,2,high,framework,313,"Teaches UI and scene management in FXGL including menu systems, scene transitions, and UI layout patterns.",313-line skill on game UI architecture and navigation. High JVM fit. Concrete guidance on FXGL UI capabilities for Java games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-variables-events/SKILL.md,found,2,high,framework,291,Teaches FXGL's variable system and event dispatching for decoupled game logic and data binding.,291-line skill on FXGL's pub-sub and state management patterns. High JVM fit. Core framework guidance for reactive game architecture in Java.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-visual-novel/SKILL.md,found,2,high,framework,264,"Teaches visual novel implementation in FXGL with dialogue, character sprites, branching choices, and state tracking.",264-line skill on visual novel game systems and narrative branching. High JVM fit. Specialized guidance for story-driven Java games.,2026-06-27,2026-06-28
JohannesRabauer,fxgl-skills,skills/fxgl-voxel/SKILL.md,found,2,high,framework,180,Teaches voxel-based graphics and procedural terrain in FXGL with chunk management and LOD techniques.,180-line skill on voxel game systems. High JVM fit. Procedural 3D graphics patterns for Java-based games.,2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-3d-modeling-printing/SKILL.md,needs_review,2,high,framework,64,Introduces JavaFX 3D preview for CAD/modeling workflows. Thin but coherent guidance on separating geometry generation from visualization. Marked maturity: starter.,64-line skill at borderline thickness with concrete Box/SubScene example but minimal depth. High JVM fit (JavaFX). Real opinionated guidance but below ~100 threshold; borderline skill warranting review before promotion.,2026-06-27,2026-06-27
JohannesRabauer,javafx-skills,skills/javafx-animation-canvas-render-loop/SKILL.md,found,2,high,framework,90,Teaches AnimationTimer render loops and Canvas for per-frame control with delta-time management. Clear gotchas on immediate-mode rendering.,"90-line skill with substantial AnimationTimer example, delta-time guidance, and clear distinction vs Timeline. High JVM fit. Opinionated guidance on JavaFX animation patterns despite modest length.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-application-lifecycle/SKILL.md,found,2,high,framework,81,"Teaches Application init/start/stop lifecycle semantics, primary Stage ownership, and executor cleanup patterns.",81-line skill with concrete lifecycle example and clear ownership boundaries. High JVM fit. Foundational JavaFX guidance often misunderstood; opinionated enough for reuse.,2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-architecture-frameworks/SKILL.md,found,2,med,framework,75,Teaches architecture pattern choices (plain/MVP/MVVM/MVCI/DI) and navigator ownership for coherent state and navigation.,75-line skill with MVVM ViewModel example. Medium JVM fit (architecture is cross-platform but guidance is JavaFX-contextualized). Opinionated and reusable despite length.,2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-calendar-scheduling-planning/SKILL.md,found,2,high,framework,77,"Teaches calendar and planning UI patterns with DatePicker, event grids, and timezone-aware scheduling. Guidance on when to escalate to CalendarFX or specialized libraries.","77-line skill with DatePicker/ListView example, escalation guidance, and timezone warnings. High JVM fit. Opinionated guidance on planning UI architecture.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-concurrency-services/SKILL.md,found,2,high,framework,91,"Teaches Task and Service for background work with property binding, executor ownership, and failure handling. Clear distinction between one-shot and restartable patterns.","91-line skill with substantial Task example, binding patterns, and daemon threading guidance. High JVM fit. Concrete opinionated guidance on JavaFX concurrency; commonly misused pattern.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-data-visualization-dashboards/SKILL.md,found,2,high,framework,78,"Teaches chart selection and dashboard patterns including when built-in JavaFX charts suffice vs library escalation (ChartFX, TilesFX, Orson). Performance considerations for high-frequency data.",78-line skill with LineChart example and escalation guidance. High JVM fit. Opinionated guidance on when to use JavaFX vs specialized charting libraries.,2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-desktop-shell-integration/SKILL.md,found,2,high,framework,76,"Teaches desktop workbench patterns with tabbed panes, persistence via Preferences, and shell layout state management.",76-line skill with workspace persistence example and platform integration guidance. High JVM fit. Opinionated patterns for Java desktop application shells.,2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-devtools-inspection-debugging/SKILL.md,found,2,high,framework,73,"JavaFX tooling: Improve JavaFX development with scene inspection, CSS debugging, state","Concrete JavaFX tooling skill (73 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-ecosystem-controls-productivity/SKILL.md,found,2,high,framework,70,JavaFX ui-core: Choose and integrate mature third-party JavaFX control libraries for f,"Concrete JavaFX ui-core skill (70 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-file-workflows-search/SKILL.md,found,2,high,framework,88,"JavaFX ui-advanced: Build JavaFX file choosers, directory watches, import/export flows, an","Concrete JavaFX ui-advanced skill (88 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-forms-validation-preferences/SKILL.md,found,2,high,framework,79,"JavaFX ui-advanced: Build JavaFX forms, validation flows, suggestion inputs, and preferenc","Concrete JavaFX ui-advanced skill (79 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-fxml-controls-css/SKILL.md,found,2,high,framework,91,"JavaFX ui-core: Compose JavaFX views with FXML, controller injection, and control wiri","Concrete JavaFX ui-core skill (91 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-gestures-touch-input/SKILL.md,found,2,high,framework,76,"JavaFX ui-advanced: Handle JavaFX gestures, pinch-to-zoom, panning, and multi-touch intera","Concrete JavaFX ui-advanced skill (76 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-localization-runtime-language/SKILL.md,found,2,high,framework,87,"JavaFX ui-core: Localize JavaFX applications with resource bundles, locale-aware forma","Concrete JavaFX ui-core skill (87 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-media-webview-3d/SKILL.md,found,2,high,framework,75,"JavaFX ui-advanced: Use JavaFX Media, WebView/WebEngine core setup, and 3D scene-graph pri","Concrete JavaFX ui-advanced skill (75 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-midi-device-integration/SKILL.md,found,2,high,framework,85,"JavaFX platform-integration: Connect JavaFX to javax.sound.midi devices, sequencers, and receivers ","Concrete JavaFX platform-integration skill (85 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-midi-keyboard-controller/SKILL.md,found,2,high,framework,85,JavaFX ui-advanced: Build JavaFX piano-keyboard controls that map MIDI notes to white and ,"Concrete JavaFX ui-advanced skill (85 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-midi-visualization/SKILL.md,found,2,high,framework,82,"JavaFX ui-advanced: Visualize MIDI notes in JavaFX with piano rolls, waterfalls, note time","Concrete JavaFX ui-advanced skill (82 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-mobile-embedded-targets/SKILL.md,found,2,high,framework,69,"JavaFX platform-integration: Plan JavaFX applications for mobile, embedded, browser-delivered, and ","Concrete JavaFX platform-integration skill (69 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-project-starter/SKILL.md,found,2,high,framework,111,"JavaFX project-setup: Scaffold a JavaFX application with baseline structure, module-aware st","Concrete JavaFX project-setup skill (111 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-properties-bindings/SKILL.md,found,2,high,framework,75,"JavaFX ui-core: Build JavaFX UIs with core observable properties, bindings, and listen","Concrete JavaFX ui-core skill (75 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-reactive-binding-state/SKILL.md,found,2,high,framework,79,"JavaFX architecture: Extend JavaFX with advanced bindings, event streams, reducers, and syn","Concrete JavaFX architecture skill (79 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-real-world-application-patterns/SKILL.md,found,2,high,framework,67,"JavaFX app-patterns: Compose multiple JavaFX skills into realistic editor, dashboard, media","Concrete JavaFX app-patterns skill (67 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-27
JohannesRabauer,javafx-skills,skills/javafx-rich-text-documents-editors/SKILL.md,found,2,high,framework,76,"JavaFX ui-advanced: Build JavaFX editor-style applications for rich text, documents, annot","Concrete JavaFX ui-advanced skill (76 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-terminal-emulators/SKILL.md,found,2,high,framework,74,JavaFX ui-advanced: Build JavaFX terminal emulators or shell-style console panes with back,"Concrete JavaFX ui-advanced skill (74 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-testing-packaging-distribution/SKILL.md,found,2,high,framework,72,"JavaFX project-setup: Test JavaFX UIs and ship them with jlink, jpackage, auto-updaters, and","Concrete JavaFX project-setup skill (72 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-theming-icons-styling/SKILL.md,found,2,high,framework,83,"JavaFX ui-core: Apply JavaFX themes, icon packs, stylesheet architecture, and live sty","Concrete JavaFX ui-core skill (83 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-ui-layout-navigation/SKILL.md,found,2,high,framework,79,"JavaFX ui-core: Structure JavaFX scenes with layout panes, root swapping, dialogs, and","Concrete JavaFX ui-core skill (79 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-web-maps-embedded-integration/SKILL.md,found,2,high,framework,82,"JavaFX platform-integration: Integrate JavaFX with JavaScript bridges, embedded browsers, maps, and","Concrete JavaFX platform-integration skill (82 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
JohannesRabauer,javafx-skills,skills/javafx-workflow-graph-editors/SKILL.md,found,2,high,framework,69,"JavaFX ui-advanced: Build node-based JavaFX workflow editors, graph canvases, and visual p","Concrete JavaFX ui-advanced skill (69 lines) in dedicated javafx-skills collection, authored by JohannesRabauer. JavaFX is a JVM desktop framework. Includes examples, setup notes, and gotchas—demonstrates reusable guidance.",2026-06-27,2026-06-28
marcoemrich,agentic_coding_lab,.claude/skills/build-overview/SKILL.md,needs_review,2,low,tool,161,build-overview: Generates an experiment-overview snapshot of all research questions un,Project-internal skill (161 lines) in agentic_coding_lab: build-overview appears project-specific. Requires review to assess transferability and JVM relevance.,2026-06-27,2026-06-27
marcoemrich,agentic_coding_lab,.claude/skills/exact-coding-baseline-export/SKILL.md,needs_review,2,low,tool,430,"exact-coding-baseline-export: Mint a new exact-coding-baseline-YYYY-MM-DD snapshot under
research/wo",Project-internal skill (430 lines) in agentic_coding_lab: exact-coding-baseline-export appears project-specific. Requires review to assess transferability and JVM relevance.,2026-06-27,2026-06-27
marcoemrich,agentic_coding_lab,.claude/skills/reanalyze/SKILL.md,needs_review,2,low,tool,146,"reanalyze: Re-run the analysis pipeline on all runs matching an RQ, reaggregate
m",Project-internal skill (146 lines) in agentic_coding_lab: reanalyze appears project-specific. Requires review to assess transferability and JVM relevance.,2026-06-27,2026-06-27
